dataset,model,seed,insertion_loss_db_per_mode,accuracy,accuracy_drop_from_clean
cifar10,cnn,8192,4.0,0.66793,0.07778
cifar10,cnn,8192,5.0,0.643374,0.102336
qam16,proposed,42,0.0,0.953049,0.000951
qam16,proposed,42,0.5,0.949324,0.004676
qam16,proposed,42,1.0,0.944671,0.009329
qam16,proposed,42,1.5,0.940562,0.013438
qam16,proposed,42,2.0,0.935978,0.018022
qam16,proposed,42,3.0,0.926528,0.027472
qam16,proposed,42,4.0,0.914785,0.039215
qam16,proposed,42,5.0,0.899269,0.054731
qam16,proposed,123,0.0,0.95307,0.00093
qam16,proposed,123,0.5,0.948821,0.005179
qam16,proposed,123,1.0,0.94492,0.00908
qam16,proposed,123,1.5,0.940812,0.013188
qam16,proposed,123,2.0,0.936344,0.017656
qam16,proposed,123,3.0,0.92135,0.03265
qam16,proposed,123,4.0,0.913457,0.040543
qam16,proposed,123,5.0,0.901055,0.052945
qam16,proposed,256,0.0,0.956729,-0.002729
qam16,proposed,256,0.5,0.950586,0.003414
qam16,proposed,256,1.0,0.945261,0.008739
qam16,proposed,256,1.5,0.938926,0.015074
qam16,proposed,256,2.0,0.935457,0.018543
qam16,proposed,256,3.0,0.922558,0.031442
qam16,proposed,256,4.0,0.911876,0.042124
qam16,proposed,256,5.0,0.898828,0.055172
qam16,proposed,512,0.0,0.952363,0.001637
qam16,proposed,512,0.5,0.949064,0.004936
qam16,proposed,512,1.0,0.944145,0.009855
qam16,proposed,512,1.5,0.939973,0.014027
qam16,proposed,512,2.0,0.938218,0.015782
qam16,proposed,512,3.0,0.924432,0.029568
qam16,proposed,512,4.0,0.913186,0.040814
qam16,proposed,512,5.0,0.898996,0.055004
qam16,proposed,1024,0.0,0.953579,0.000421
qam16,proposed,1024,0.5,0.949495,0.004505
qam16,proposed,1024,1.0,0.942407,0.011593
qam16,proposed,1024,1.5,0.941292,0.012708
qam16,proposed,1024,2.0,0.934996,0.019004
qam16,proposed,1024,3.0,0.92499,0.02901
qam16,proposed,1024,4.0,0.911441,0.042559
qam16,proposed,1024,5.0,0.901467,0.052533
qam16,proposed,2024,0.0,0.954184,-0.000184
qam16,proposed,2024,0.5,0.948983,0.005017
qam16,proposed,2024,1.0,0.945311,0.008689
qam16,proposed,2024,1.5,0.940735,0.013265
qam16,proposed,2024,2.0,0.935114,0.018886
qam16,proposed,2024,3.0,0.92321,0.03079
qam16,proposed,2024,4.0,0.911806,0.042194
qam16,proposed,2024,5.0,0.900058,0.053942
qam16,proposed,4096,0.0,0.955226,-0.001226
qam16,proposed,4096,0.5,0.948747,0.005253
qam16,proposed,4096,1.0,0.945353,0.008647
qam16,proposed,4096,1.5,0.940877,0.013123
qam16,proposed,4096,2.0,0.934207,0.019793
qam16,proposed,4096,3.0,0.921755,0.032245
qam16,proposed,4096,4.0,0.91269,0.04131
qam16,proposed,4096,5.0,0.899259,0.054741
qam16,proposed,8192,0.0,0.954513,-0.000513
qam16,proposed,8192,0.5,0.951009,0.002991
qam16,proposed,8192,1.0,0.946549,0.007451
qam16,proposed,8192,1.5,0.940893,0.013107
qam16,proposed,8192,2.0,0.934235,0.019765
qam16,proposed,8192,3.0,0.924056,0.029944
qam16,proposed,8192,4.0,0.911905,0.042095
qam16,proposed,8192,5.0,0.89922,0.05478
qam16,fixed_phase,42,0.0,0.907708,0.0005
qam16,fixed_phase,42,0.5,0.897723,0.010485
qam16,fixed_phase,42,1.0,0.885847,0.022361
qam16,fixed_phase,42,1.5,0.875828,0.03238
qam16,fixed_phase,42,2.0,0.861156,0.047052
qam16,fixed_phase,42,3.0,0.833291,0.074917
qam16,fixed_phase,42,4.0,0.805013,0.103195
qam16,fixed_phase,42,5.0,0.768326,0.139882
qam16,fixed_phase,123,0.0,0.908391,-0.000183
qam16,fixed_phase,123,0.5,0.901406,0.006802
qam16,fixed_phase,123,1.0,0.885798,0.02241
qam16,fixed_phase,123,1.5,0.876993,0.031215
qam16,fixed_phase,123,2.0,0.860364,0.047844
qam16,fixed_phase,123,3.0,0.831884,0.076324
qam16,fixed_phase,123,4.0,0.802931,0.105277
qam16,fixed_phase,123,5.0,0.770145,0.138063
qam16,fixed_phase,256,0.0,0.908113,9.5e-05
qam16,fixed_phase,256,0.5,0.900102,0.008106
qam16,fixed_phase,256,1.0,0.889919,0.018289
qam16,fixed_phase,256,1.5,0.873533,0.034675
qam16,fixed_phase,256,2.0,0.861495,0.046713
qam16,fixed_phase,256,3.0,0.835077,0.073131
qam16,fixed_phase,256,4.0,0.801489,0.106719
qam16,fixed_phase,256,5.0,0.768523,0.139685
qam16,fixed_phase,512,0.0,0.907257,0.000951
qam16,fixed_phase,512,0.5,0.900066,0.008142
qam16,fixed_phase,512,1.0,0.888392,0.019816
qam16,fixed_phase,512,1.5,0.875596,0.032612
qam16,fixed_phase,512,2.0,0.865808,0.0424
qam16,fixed_phase,512,3.0,0.832973,0.075235
qam16,fixed_phase,512,4.0,0.803556,0.104652
qam16,fixed_phase,512,5.0,0.768227,0.139981
qam16,fixed_phase,1024,0.0,0.907728,0.00048
qam16,fixed_phase,1024,0.5,0.899189,0.009019
qam16,fixed_phase,1024,1.0,0.890594,0.017614
qam16,fixed_phase,1024,1.5,0.877437,0.030771
qam16,fixed_phase,1024,2.0,0.865002,0.043206
qam16,fixed_phase,1024,3.0,0.835189,0.073019
qam16,fixed_phase,1024,4.0,0.801228,0.10698
qam16,fixed_phase,1024,5.0,0.771123,0.137085
qam16,fixed_phase,2024,0.0,0.904573,0.003635
qam16,fixed_phase,2024,0.5,0.898969,0.009239
qam16,fixed_phase,2024,1.0,0.886595,0.021613
qam16,fixed_phase,2024,1.5,0.879795,0.028413
qam16,fixed_phase,2024,2.0,0.861619,0.046589
qam16,fixed_phase,2024,3.0,0.83412,0.074088
qam16,fixed_phase,2024,4.0,0.803551,0.104657
qam16,fixed_phase,2024,5.0,0.771935,0.136273
qam16,fixed_phase,4096,0.0,0.904393,0.003815
qam16,fixed_phase,4096,0.5,0.898992,0.009216
qam16,fixed_phase,4096,1.0,0.890913,0.017295
qam16,fixed_phase,4096,1.5,0.875182,0.033026
qam16,fixed_phase,4096,2.0,0.865042,0.043166
qam16,fixed_phase,4096,3.0,0.832527,0.075681
qam16,fixed_phase,4096,4.0,0.80518,0.103028
qam16,fixed_phase,4096,5.0,0.770098,0.13811
qam16,fixed_phase,8192,0.0,0.907537,0.000671
qam16,fixed_phase,8192,0.5,0.902198,0.00601
qam16,fixed_phase,8192,1.0,0.887618,0.02059
qam16,fixed_phase,8192,1.5,0.875754,0.032454
qam16,fixed_phase,8192,2.0,0.861976,0.046232
qam16,fixed_phase,8192,3.0,0.835002,0.073206
qam16,fixed_phase,8192,4.0,0.802952,0.105256
qam16,fixed_phase,8192,5.0,0.772646,0.135562
qam16,fixed_amplitude,42,0.0,0.903253,0.000185
qam16,fixed_amplitude,42,0.5,0.894262,0.009176
qam16,fixed_amplitude,42,1.0,0.881354,0.022084
qam16,fixed_amplitude,42,1.5,0.870895,0.032543
qam16,fixed_amplitude,42,2.0,0.856226,0.047212
qam16,fixed_amplitude,42,3.0,0.824746,0.078692
qam16,fixed_amplitude,42,4.0,0.789767,0.113671
qam16,fixed_amplitude,42,5.0,0.755838,0.1476
qam16,fixed_amplitude,123,0.0,0.903434,4e-06
qam16,fixed_amplitude,123,0.5,0.893997,0.009441
qam16,fixed_amplitude,123,1.0,0.88385,0.019588
qam16,fixed_amplitude,123,1.5,0.868601,0.034837
qam16,fixed_amplitude,123,2.0,0.85709,0.046348
qam16,fixed_amplitude,123,3.0,0.82142,0.082018
qam16,fixed_amplitude,123,4.0,0.791695,0.111743
qam16,fixed_amplitude,123,5.0,0.757525,0.145913
qam16,fixed_amplitude,256,0.0,0.902818,0.00062
qam16,fixed_amplitude,256,0.5,0.893164,0.010274
qam16,fixed_amplitude,256,1.0,0.881605,0.021833
qam16,fixed_amplitude,256,1.5,0.871263,0.032175
qam16,fixed_amplitude,256,2.0,0.856246,0.047192
qam16,fixed_amplitude,256,3.0,0.82472,0.078718
qam16,fixed_amplitude,256,4.0,0.793744,0.109694
qam16,fixed_amplitude,256,5.0,0.756949,0.146489
qam16,fixed_amplitude,512,0.0,0.902455,0.000983
qam16,fixed_amplitude,512,0.5,0.892566,0.010872
qam16,fixed_amplitude,512,1.0,0.883004,0.020434
qam16,fixed_amplitude,512,1.5,0.871693,0.031745
qam16,fixed_amplitude,512,2.0,0.85338,0.050058
qam16,fixed_amplitude,512,3.0,0.826599,0.076839
qam16,fixed_amplitude,512,4.0,0.794882,0.108556
qam16,fixed_amplitude,512,5.0,0.757196,0.146242
qam16,fixed_amplitude,1024,0.0,0.904561,-0.001123
qam16,fixed_amplitude,1024,0.5,0.893105,0.010333
qam16,fixed_amplitude,1024,1.0,0.883006,0.020432
qam16,fixed_amplitude,1024,1.5,0.870716,0.032722
qam16,fixed_amplitude,1024,2.0,0.854307,0.049131
qam16,fixed_amplitude,1024,3.0,0.825206,0.078232
qam16,fixed_amplitude,1024,4.0,0.791816,0.111622
qam16,fixed_amplitude,1024,5.0,0.756271,0.147167
qam16,fixed_amplitude,2024,0.0,0.903203,0.000235
qam16,fixed_amplitude,2024,0.5,0.89369,0.009748
qam16,fixed_amplitude,2024,1.0,0.88217,0.021268
qam16,fixed_amplitude,2024,1.5,0.870856,0.032582
qam16,fixed_amplitude,2024,2.0,0.857709,0.045729
qam16,fixed_amplitude,2024,3.0,0.823224,0.080214
qam16,fixed_amplitude,2024,4.0,0.791199,0.112239
qam16,fixed_amplitude,2024,5.0,0.756402,0.147036
qam16,fixed_amplitude,4096,0.0,0.902255,0.001183
qam16,fixed_amplitude,4096,0.5,0.89602,0.007418
qam16,fixed_amplitude,4096,1.0,0.8846,0.018838
qam16,fixed_amplitude,4096,1.5,0.871204,0.032234
qam16,fixed_amplitude,4096,2.0,0.854262,0.049176
qam16,fixed_amplitude,4096,3.0,0.825661,0.077777
qam16,fixed_amplitude,4096,4.0,0.794439,0.108999
qam16,fixed_amplitude,4096,5.0,0.757803,0.145635
qam16,fixed_amplitude,8192,0.0,0.901084,0.002354
qam16,fixed_amplitude,8192,0.5,0.895736,0.007702
qam16,fixed_amplitude,8192,1.0,0.882678,0.02076
qam16,fixed_amplitude,8192,1.5,0.8721,0.031338
qam16,fixed_amplitude,8192,2.0,0.856674,0.046764
qam16,fixed_amplitude,8192,3.0,0.825837,0.077601
qam16,fixed_amplitude,8192,4.0,0.79301,0.110428
qam16,fixed_amplitude,8192,5.0,0.75758,0.145858
qam16,random_unitary,42,0.0,0.859468,-0.000868
qam16,random_unitary,42,0.5,0.847061,0.011539
qam16,random_unitary,42,1.0,0.831745,0.026855
qam16,random_unitary,42,1.5,0.816423,0.042177
qam16,random_unitary,42,2.0,0.793631,0.064969
qam16,random_unitary,42,3.0,0.755689,0.102911
qam16,random_unitary,42,4.0,0.706017,0.152583
qam16,random_unitary,42,5.0,0.661944,0.196656
qam16,random_unitary,123,0.0,0.85982,-0.00122
qam16,random_unitary,123,0.5,0.84521,0.01339
qam16,random_unitary,123,1.0,0.829692,0.028908
qam16,random_unitary,123,1.5,0.814014,0.044586
qam16,random_unitary,123,2.0,0.795075,0.063525
qam16,random_unitary,123,3.0,0.754442,0.104158
qam16,random_unitary,123,4.0,0.71105,0.14755
qam16,random_unitary,123,5.0,0.660881,0.197719
qam16,random_unitary,256,0.0,0.85781,0.00079
qam16,random_unitary,256,0.5,0.84929,0.00931
qam16,random_unitary,256,1.0,0.830643,0.027957
qam16,random_unitary,256,1.5,0.813358,0.045242
qam16,random_unitary,256,2.0,0.797844,0.060756
qam16,random_unitary,256,3.0,0.755496,0.103104
qam16,random_unitary,256,4.0,0.710686,0.147914
qam16,random_unitary,256,5.0,0.661488,0.197112
qam16,random_unitary,512,0.0,0.860045,-0.001445
qam16,random_unitary,512,0.5,0.846449,0.012151
qam16,random_unitary,512,1.0,0.830751,0.027849
qam16,random_unitary,512,1.5,0.815213,0.043387
qam16,random_unitary,512,2.0,0.797122,0.061478
qam16,random_unitary,512,3.0,0.753573,0.105027
qam16,random_unitary,512,4.0,0.706451,0.152149
qam16,random_unitary,512,5.0,0.658652,0.199948
qam16,random_unitary,1024,0.0,0.85942,-0.00082
qam16,random_unitary,1024,0.5,0.845878,0.012722
qam16,random_unitary,1024,1.0,0.831408,0.027192
qam16,random_unitary,1024,1.5,0.814424,0.044176
qam16,random_unitary,1024,2.0,0.793023,0.065577
qam16,random_unitary,1024,3.0,0.754417,0.104183
qam16,random_unitary,1024,4.0,0.708544,0.150056
qam16,random_unitary,1024,5.0,0.6629,0.1957
qam16,random_unitary,2024,0.0,0.85756,0.00104
qam16,random_unitary,2024,0.5,0.84465,0.01395
qam16,random_unitary,2024,1.0,0.830645,0.027955
qam16,random_unitary,2024,1.5,0.812257,0.046343
qam16,random_unitary,2024,2.0,0.794346,0.064254
qam16,random_unitary,2024,3.0,0.753993,0.104607
qam16,random_unitary,2024,4.0,0.708321,0.150279
qam16,random_unitary,2024,5.0,0.660526,0.198074
qam16,random_unitary,4096,0.0,0.85881,-0.00021
qam16,random_unitary,4096,0.5,0.848023,0.010577
qam16,random_unitary,4096,1.0,0.831446,0.027154
qam16,random_unitary,4096,1.5,0.813367,0.045233
qam16,random_unitary,4096,2.0,0.79455,0.06405
qam16,random_unitary,4096,3.0,0.757699,0.100901
qam16,random_unitary,4096,4.0,0.709929,0.148671
qam16,random_unitary,4096,5.0,0.662144,0.196456
qam16,random_unitary,8192,0.0,0.859627,-0.001027
qam16,random_unitary,8192,0.5,0.847121,0.011479
qam16,random_unitary,8192,1.0,0.831925,0.026675
qam16,random_unitary,8192,1.5,0.815866,0.042734
qam16,random_unitary,8192,2.0,0.796323,0.062277
qam16,random_unitary,8192,3.0,0.75319,0.10541
qam16,random_unitary,8192,4.0,0.70959,0.14901
qam16,random_unitary,8192,5.0,0.659597,0.199003
qam16,mlp,42,0.0,0.938523,0.001167
qam16,mlp,42,0.5,0.930329,0.009361
qam16,mlp,42,1.0,0.919832,0.019858
qam16,mlp,42,1.5,0.911008,0.028682
qam16,mlp,42,2.0,0.902072,0.037618
qam16,mlp,42,3.0,0.874674,0.065016
qam16,mlp,42,4.0,0.843331,0.096359
qam16,mlp,42,5.0,0.821387,0.118303
qam16,mlp,123,0.0,0.941011,-0.001321
qam16,mlp,123,0.5,0.933447,0.006243
qam16,mlp,123,1.0,0.92498,0.01471
qam16,mlp,123,1.5,0.9104,0.02929
qam16,mlp,123,2.0,0.898434,0.041256
qam16,mlp,123,3.0,0.873695,0.065995
qam16,mlp,123,4.0,0.849112,0.090578
qam16,mlp,123,5.0,0.819945,0.119745
qam16,mlp,256,0.0,0.940943,-0.001253
qam16,mlp,256,0.5,0.932339,0.007351
qam16,mlp,256,1.0,0.92171,0.01798
qam16,mlp,256,1.5,0.909152,0.030538
qam16,mlp,256,2.0,0.899622,0.040068
qam16,mlp,256,3.0,0.876775,0.062915
qam16,mlp,256,4.0,0.845966,0.093724
qam16,mlp,256,5.0,0.819829,0.119861
qam16,mlp,512,0.0,0.937441,0.002249
qam16,mlp,512,0.5,0.928678,0.011012
qam16,mlp,512,1.0,0.920128,0.019562
qam16,mlp,512,1.5,0.91389,0.0258
qam16,mlp,512,2.0,0.899314,0.040376
qam16,mlp,512,3.0,0.875446,0.064244
qam16,mlp,512,4.0,0.849194,0.090496
qam16,mlp,512,5.0,0.818562,0.121128
qam16,mlp,1024,0.0,0.941267,-0.001577
qam16,mlp,1024,0.5,0.930254,0.009436
qam16,mlp,1024,1.0,0.922426,0.017264
qam16,mlp,1024,1.5,0.91123,0.02846
qam16,mlp,1024,2.0,0.897787,0.041903
qam16,mlp,1024,3.0,0.876524,0.063166
qam16,mlp,1024,4.0,0.847271,0.092419
qam16,mlp,1024,5.0,0.817185,0.122505
qam16,mlp,2024,0.0,0.940927,-0.001237
qam16,mlp,2024,0.5,0.928451,0.011239
qam16,mlp,2024,1.0,0.923458,0.016232
qam16,mlp,2024,1.5,0.909978,0.029712
qam16,mlp,2024,2.0,0.898595,0.041095
qam16,mlp,2024,3.0,0.876,0.06369
qam16,mlp,2024,4.0,0.847401,0.092289
qam16,mlp,2024,5.0,0.820034,0.119656
qam16,mlp,4096,0.0,0.939655,3.5e-05
qam16,mlp,4096,0.5,0.932975,0.006715
qam16,mlp,4096,1.0,0.919748,0.019942
qam16,mlp,4096,1.5,0.910099,0.029591
qam16,mlp,4096,2.0,0.9024,0.03729
qam16,mlp,4096,3.0,0.873015,0.066675
qam16,mlp,4096,4.0,0.848227,0.091463
qam16,mlp,4096,5.0,0.819397,0.120293
qam16,mlp,8192,0.0,0.939383,0.000307
qam16,mlp,8192,0.5,0.933965,0.005725
qam16,mlp,8192,1.0,0.920842,0.018848
qam16,mlp,8192,1.5,0.912778,0.026912
qam16,mlp,8192,2.0,0.899239,0.040451
qam16,mlp,8192,3.0,0.87286,0.06683
qam16,mlp,8192,4.0,0.848947,0.090743
qam16,mlp,8192,5.0,0.818058,0.121632
qam16,cnn,42,0.0,0.95941,-0.00064
qam16,cnn,42,0.5,0.952182,0.006588
qam16,cnn,42,1.0,0.943756,0.015014
qam16,cnn,42,1.5,0.935736,0.023034
qam16,cnn,42,2.0,0.925454,0.033316
qam16,cnn,42,3.0,0.902652,0.056118
qam16,cnn,42,4.0,0.87848,0.08029
qam16,cnn,42,5.0,0.856128,0.102642
qam16,cnn,123,0.0,0.960101,-0.001331
qam16,cnn,123,0.5,0.952208,0.006562
qam16,cnn,123,1.0,0.944967,0.013803
qam16,cnn,123,1.5,0.934306,0.024464
qam16,cnn,123,2.0,0.923127,0.035643
qam16,cnn,123,3.0,0.904923,0.053847
qam16,cnn,123,4.0,0.880606,0.078164
qam16,cnn,123,5.0,0.856839,0.101931
qam16,cnn,256,0.0,0.960328,-0.001558
qam16,cnn,256,0.5,0.954816,0.003954
qam16,cnn,256,1.0,0.942189,0.016581
qam16,cnn,256,1.5,0.933641,0.025129
qam16,cnn,256,2.0,0.926973,0.031797
qam16,cnn,256,3.0,0.900827,0.057943
qam16,cnn,256,4.0,0.878029,0.080741
qam16,cnn,256,5.0,0.85815,0.10062
qam16,cnn,512,0.0,0.956606,0.002164
qam16,cnn,512,0.5,0.951204,0.007566
qam16,cnn,512,1.0,0.94015,0.01862
qam16,cnn,512,1.5,0.935806,0.022964
qam16,cnn,512,2.0,0.925649,0.033121
qam16,cnn,512,3.0,0.901992,0.056778
qam16,cnn,512,4.0,0.87879,0.07998
qam16,cnn,512,5.0,0.854931,0.103839
qam16,cnn,1024,0.0,0.95823,0.00054
qam16,cnn,1024,0.5,0.952229,0.006541
qam16,cnn,1024,1.0,0.942383,0.016387
qam16,cnn,1024,1.5,0.929154,0.029616
qam16,cnn,1024,2.0,0.924776,0.033994
qam16,cnn,1024,3.0,0.902542,0.056228
qam16,cnn,1024,4.0,0.877766,0.081004
qam16,cnn,1024,5.0,0.856093,0.102677
qam16,cnn,2024,0.0,0.958948,-0.000178
qam16,cnn,2024,0.5,0.952399,0.006371
qam16,cnn,2024,1.0,0.939272,0.019498
qam16,cnn,2024,1.5,0.934534,0.024236
qam16,cnn,2024,2.0,0.923928,0.034842
qam16,cnn,2024,3.0,0.903475,0.055295
qam16,cnn,2024,4.0,0.879632,0.079138
qam16,cnn,2024,5.0,0.855078,0.103692
qam16,cnn,4096,0.0,0.957695,0.001075
qam16,cnn,4096,0.5,0.947757,0.011013
qam16,cnn,4096,1.0,0.941168,0.017602
qam16,cnn,4096,1.5,0.935123,0.023647
qam16,cnn,4096,2.0,0.92431,0.03446
qam16,cnn,4096,3.0,0.901912,0.056858
qam16,cnn,4096,4.0,0.881191,0.077579
qam16,cnn,4096,5.0,0.854815,0.103955
qam16,cnn,8192,0.0,0.960858,-0.002088
qam16,cnn,8192,0.5,0.952634,0.006136
qam16,cnn,8192,1.0,0.945827,0.012943
qam16,cnn,8192,1.5,0.93391,0.02486
qam16,cnn,8192,2.0,0.923973,0.034797
qam16,cnn,8192,3.0,0.906588,0.052182
qam16,cnn,8192,4.0,0.879889,0.078881
qam16,cnn,8192,5.0,0.855837,0.102933
