dataset,model,seed,sigma_phi_rad,accuracy,accuracy_drop_from_clean
fashion_mnist,cnn,512,0.15,0.847224,0.071346
fashion_mnist,cnn,1024,0.0,0.916031,0.002539
fashion_mnist,cnn,1024,0.01,0.917081,0.001489
fashion_mnist,cnn,1024,0.02,0.912536,0.006034
fashion_mnist,cnn,1024,0.03,0.90803,0.01054
fashion_mnist,cnn,1024,0.04,0.905407,0.013163
fashion_mnist,cnn,1024,0.05,0.89984,0.01873
fashion_mnist,cnn,1024,0.06,0.898284,0.020286
fashion_mnist,cnn,1024,0.08,0.884855,0.033715
fashion_mnist,cnn,1024,0.1,0.874854,0.043716
fashion_mnist,cnn,1024,0.12,0.863785,0.054785
fashion_mnist,cnn,1024,0.15,0.844656,0.073914
fashion_mnist,cnn,2024,0.0,0.919337,-0.000767
fashion_mnist,cnn,2024,0.01,0.916265,0.002305
fashion_mnist,cnn,2024,0.02,0.912468,0.006102
fashion_mnist,cnn,2024,0.03,0.91074,0.00783
fashion_mnist,cnn,2024,0.04,0.904173,0.014397
fashion_mnist,cnn,2024,0.05,0.89972,0.01885
fashion_mnist,cnn,2024,0.06,0.895788,0.022782
fashion_mnist,cnn,2024,0.08,0.886811,0.031759
fashion_mnist,cnn,2024,0.1,0.874571,0.043999
fashion_mnist,cnn,2024,0.12,0.863363,0.055207
fashion_mnist,cnn,2024,0.15,0.846551,0.072019
fashion_mnist,cnn,4096,0.0,0.918933,-0.000363
fashion_mnist,cnn,4096,0.01,0.914783,0.003787
fashion_mnist,cnn,4096,0.02,0.910357,0.008213
fashion_mnist,cnn,4096,0.03,0.909469,0.009101
fashion_mnist,cnn,4096,0.04,0.904103,0.014467
fashion_mnist,cnn,4096,0.05,0.9011,0.01747
fashion_mnist,cnn,4096,0.06,0.895693,0.022877
fashion_mnist,cnn,4096,0.08,0.886358,0.032212
fashion_mnist,cnn,4096,0.1,0.872817,0.045753
fashion_mnist,cnn,4096,0.12,0.864528,0.054042
fashion_mnist,cnn,4096,0.15,0.842343,0.076227
fashion_mnist,cnn,8192,0.0,0.918655,-8.5e-05
fashion_mnist,cnn,8192,0.01,0.916796,0.001774
fashion_mnist,cnn,8192,0.02,0.913702,0.004868
fashion_mnist,cnn,8192,0.03,0.90936,0.00921
fashion_mnist,cnn,8192,0.04,0.904909,0.013661
fashion_mnist,cnn,8192,0.05,0.900113,0.018457
fashion_mnist,cnn,8192,0.06,0.896294,0.022276
fashion_mnist,cnn,8192,0.08,0.885421,0.033149
fashion_mnist,cnn,8192,0.1,0.873708,0.044862
fashion_mnist,cnn,8192,0.12,0.864649,0.053921
fashion_mnist,cnn,8192,0.15,0.845206,0.073364
cifar10,proposed,42,0.0,0.741581,0.000419
cifar10,proposed,42,0.01,0.740783,0.001217
cifar10,proposed,42,0.02,0.738721,0.003279
cifar10,proposed,42,0.03,0.735334,0.006666
cifar10,proposed,42,0.04,0.732891,0.009109
cifar10,proposed,42,0.05,0.731556,0.010444
cifar10,proposed,42,0.06,0.728908,0.013092
cifar10,proposed,42,0.08,0.72398,0.01802
cifar10,proposed,42,0.1,0.71895,0.02305
cifar10,proposed,42,0.12,0.712096,0.029904
cifar10,proposed,42,0.15,0.703035,0.038965
cifar10,proposed,123,0.0,0.741942,5.8e-05
cifar10,proposed,123,0.01,0.740374,0.001626
cifar10,proposed,123,0.02,0.738046,0.003954
cifar10,proposed,123,0.03,0.735899,0.006101
cifar10,proposed,123,0.04,0.734573,0.007427
cifar10,proposed,123,0.05,0.732931,0.009069
cifar10,proposed,123,0.06,0.727947,0.014053
cifar10,proposed,123,0.08,0.722667,0.019333
cifar10,proposed,123,0.1,0.717837,0.024163
cifar10,proposed,123,0.12,0.712874,0.029126
cifar10,proposed,123,0.15,0.703964,0.038036
cifar10,proposed,256,0.0,0.740725,0.001275
cifar10,proposed,256,0.01,0.737806,0.004194
cifar10,proposed,256,0.02,0.738149,0.003851
cifar10,proposed,256,0.03,0.736139,0.005861
cifar10,proposed,256,0.04,0.733374,0.008626
cifar10,proposed,256,0.05,0.732733,0.009267
cifar10,proposed,256,0.06,0.728778,0.013222
cifar10,proposed,256,0.08,0.724378,0.017622
cifar10,proposed,256,0.1,0.719209,0.022791
cifar10,proposed,256,0.12,0.713037,0.028963
cifar10,proposed,256,0.15,0.704224,0.037776
cifar10,proposed,512,0.0,0.742674,-0.000674
cifar10,proposed,512,0.01,0.741745,0.000255
cifar10,proposed,512,0.02,0.736673,0.005327
cifar10,proposed,512,0.03,0.732475,0.009525
cifar10,proposed,512,0.04,0.735209,0.006791
cifar10,proposed,512,0.05,0.731422,0.010578
cifar10,proposed,512,0.06,0.728301,0.013699
cifar10,proposed,512,0.08,0.72146,0.02054
cifar10,proposed,512,0.1,0.718855,0.023145
cifar10,proposed,512,0.12,0.710161,0.031839
cifar10,proposed,512,0.15,0.706044,0.035956
cifar10,proposed,1024,0.0,0.74272,-0.00072
cifar10,proposed,1024,0.01,0.739989,0.002011
cifar10,proposed,1024,0.02,0.736985,0.005015
cifar10,proposed,1024,0.03,0.733533,0.008467
cifar10,proposed,1024,0.04,0.734202,0.007798
cifar10,proposed,1024,0.05,0.732282,0.009718
cifar10,proposed,1024,0.06,0.729585,0.012415
cifar10,proposed,1024,0.08,0.724182,0.017818
cifar10,proposed,1024,0.1,0.719068,0.022932
cifar10,proposed,1024,0.12,0.71382,0.02818
cifar10,proposed,1024,0.15,0.701561,0.040439
cifar10,proposed,2024,0.0,0.743442,-0.001442
cifar10,proposed,2024,0.01,0.740213,0.001787
cifar10,proposed,2024,0.02,0.739535,0.002465
cifar10,proposed,2024,0.03,0.733646,0.008354
cifar10,proposed,2024,0.04,0.733754,0.008246
cifar10,proposed,2024,0.05,0.731247,0.010753
cifar10,proposed,2024,0.06,0.727245,0.014755
cifar10,proposed,2024,0.08,0.724752,0.017248
cifar10,proposed,2024,0.1,0.717174,0.024826
cifar10,proposed,2024,0.12,0.71193,0.03007
cifar10,proposed,2024,0.15,0.701113,0.040887
cifar10,proposed,4096,0.0,0.740484,0.001516
cifar10,proposed,4096,0.01,0.739059,0.002941
cifar10,proposed,4096,0.02,0.739673,0.002327
cifar10,proposed,4096,0.03,0.73649,0.00551
cifar10,proposed,4096,0.04,0.730758,0.011242
cifar10,proposed,4096,0.05,0.730093,0.011907
cifar10,proposed,4096,0.06,0.728805,0.013195
cifar10,proposed,4096,0.08,0.721574,0.020426
cifar10,proposed,4096,0.1,0.722237,0.019763
cifar10,proposed,4096,0.12,0.71148,0.03052
cifar10,proposed,4096,0.15,0.702613,0.039387
cifar10,proposed,8192,0.0,0.741773,0.000227
cifar10,proposed,8192,0.01,0.740442,0.001558
cifar10,proposed,8192,0.02,0.737541,0.004459
cifar10,proposed,8192,0.03,0.737131,0.004869
cifar10,proposed,8192,0.04,0.734308,0.007692
cifar10,proposed,8192,0.05,0.731112,0.010888
cifar10,proposed,8192,0.06,0.730077,0.011923
cifar10,proposed,8192,0.08,0.720616,0.021384
cifar10,proposed,8192,0.1,0.71615,0.02585
cifar10,proposed,8192,0.12,0.713601,0.028399
cifar10,proposed,8192,0.15,0.704291,0.037709
cifar10,fixed_phase,42,0.0,0.706169,0.000215
cifar10,fixed_phase,42,0.01,0.704077,0.002307
cifar10,fixed_phase,42,0.02,0.698277,0.008107
cifar10,fixed_phase,42,0.03,0.693708,0.012676
cifar10,fixed_phase,42,0.04,0.68954,0.016844
cifar10,fixed_phase,42,0.05,0.685476,0.020908
cifar10,fixed_phase,42,0.06,0.678572,0.027812
cifar10,fixed_phase,42,0.08,0.665096,0.041288
cifar10,fixed_phase,42,0.1,0.650192,0.056192
cifar10,fixed_phase,42,0.12,0.632563,0.073821
cifar10,fixed_phase,42,0.15,0.605051,0.101333
cifar10,fixed_phase,123,0.0,0.708091,-0.001707
cifar10,fixed_phase,123,0.01,0.702569,0.003815
cifar10,fixed_phase,123,0.02,0.698553,0.007831
cifar10,fixed_phase,123,0.03,0.694458,0.011926
cifar10,fixed_phase,123,0.04,0.689657,0.016727
cifar10,fixed_phase,123,0.05,0.684128,0.022256
cifar10,fixed_phase,123,0.06,0.679555,0.026829
cifar10,fixed_phase,123,0.08,0.66411,0.042274
cifar10,fixed_phase,123,0.1,0.647998,0.058386
cifar10,fixed_phase,123,0.12,0.634128,0.072256
cifar10,fixed_phase,123,0.15,0.604028,0.102356
cifar10,fixed_phase,256,0.0,0.707309,-0.000925
cifar10,fixed_phase,256,0.01,0.70435,0.002034
cifar10,fixed_phase,256,0.02,0.701885,0.004499
cifar10,fixed_phase,256,0.03,0.693739,0.012645
cifar10,fixed_phase,256,0.04,0.690233,0.016151
cifar10,fixed_phase,256,0.05,0.68203,0.024354
cifar10,fixed_phase,256,0.06,0.679348,0.027036
cifar10,fixed_phase,256,0.08,0.663563,0.042821
cifar10,fixed_phase,256,0.1,0.648392,0.057992
cifar10,fixed_phase,256,0.12,0.63168,0.074704
cifar10,fixed_phase,256,0.15,0.604393,0.101991
cifar10,fixed_phase,512,0.0,0.708444,-0.00206
cifar10,fixed_phase,512,0.01,0.703155,0.003229
cifar10,fixed_phase,512,0.02,0.699305,0.007079
cifar10,fixed_phase,512,0.03,0.696375,0.010009
cifar10,fixed_phase,512,0.04,0.688634,0.01775
cifar10,fixed_phase,512,0.05,0.684815,0.021569
cifar10,fixed_phase,512,0.06,0.677508,0.028876
cifar10,fixed_phase,512,0.08,0.664706,0.041678
cifar10,fixed_phase,512,0.1,0.648853,0.057531
cifar10,fixed_phase,512,0.12,0.632016,0.074368
cifar10,fixed_phase,512,0.15,0.607384,0.099
cifar10,fixed_phase,1024,0.0,0.706661,-0.000277
cifar10,fixed_phase,1024,0.01,0.699349,0.007035
cifar10,fixed_phase,1024,0.02,0.698342,0.008042
cifar10,fixed_phase,1024,0.03,0.695013,0.011371
cifar10,fixed_phase,1024,0.04,0.689999,0.016385
cifar10,fixed_phase,1024,0.05,0.681646,0.024738
cifar10,fixed_phase,1024,0.06,0.677539,0.028845
cifar10,fixed_phase,1024,0.08,0.663696,0.042688
cifar10,fixed_phase,1024,0.1,0.649895,0.056489
cifar10,fixed_phase,1024,0.12,0.631383,0.075001
cifar10,fixed_phase,1024,0.15,0.60457,0.101814
cifar10,fixed_phase,2024,0.0,0.706946,-0.000562
cifar10,fixed_phase,2024,0.01,0.703972,0.002412
cifar10,fixed_phase,2024,0.02,0.698816,0.007568
cifar10,fixed_phase,2024,0.03,0.694966,0.011418
cifar10,fixed_phase,2024,0.04,0.688218,0.018166
cifar10,fixed_phase,2024,0.05,0.683796,0.022588
cifar10,fixed_phase,2024,0.06,0.67922,0.027164
cifar10,fixed_phase,2024,0.08,0.66235,0.044034
cifar10,fixed_phase,2024,0.1,0.649937,0.056447
cifar10,fixed_phase,2024,0.12,0.631847,0.074537
cifar10,fixed_phase,2024,0.15,0.6057,0.100684
cifar10,fixed_phase,4096,0.0,0.707081,-0.000697
cifar10,fixed_phase,4096,0.01,0.702476,0.003908
cifar10,fixed_phase,4096,0.02,0.699055,0.007329
cifar10,fixed_phase,4096,0.03,0.694893,0.011491
cifar10,fixed_phase,4096,0.04,0.688472,0.017912
cifar10,fixed_phase,4096,0.05,0.683639,0.022745
cifar10,fixed_phase,4096,0.06,0.67621,0.030174
cifar10,fixed_phase,4096,0.08,0.662708,0.043676
cifar10,fixed_phase,4096,0.1,0.647941,0.058443
cifar10,fixed_phase,4096,0.12,0.630394,0.07599
cifar10,fixed_phase,4096,0.15,0.606092,0.100292
cifar10,fixed_phase,8192,0.0,0.707118,-0.000734
cifar10,fixed_phase,8192,0.01,0.703775,0.002609
cifar10,fixed_phase,8192,0.02,0.699412,0.006972
cifar10,fixed_phase,8192,0.03,0.693707,0.012677
cifar10,fixed_phase,8192,0.04,0.689504,0.01688
cifar10,fixed_phase,8192,0.05,0.685388,0.020996
cifar10,fixed_phase,8192,0.06,0.678098,0.028286
cifar10,fixed_phase,8192,0.08,0.665005,0.041379
cifar10,fixed_phase,8192,0.1,0.650492,0.055892
cifar10,fixed_phase,8192,0.12,0.631739,0.074645
cifar10,fixed_phase,8192,0.15,0.602111,0.104273
cifar10,fixed_amplitude,42,0.0,0.700876,0.001798
cifar10,fixed_amplitude,42,0.01,0.698322,0.004352
cifar10,fixed_amplitude,42,0.02,0.69422,0.008454
cifar10,fixed_amplitude,42,0.03,0.689981,0.012693
cifar10,fixed_amplitude,42,0.04,0.685,0.017674
cifar10,fixed_amplitude,42,0.05,0.679393,0.023281
cifar10,fixed_amplitude,42,0.06,0.67255,0.030124
cifar10,fixed_amplitude,42,0.08,0.658766,0.043908
cifar10,fixed_amplitude,42,0.1,0.64367,0.059004
cifar10,fixed_amplitude,42,0.12,0.625093,0.077581
cifar10,fixed_amplitude,42,0.15,0.594115,0.108559
cifar10,fixed_amplitude,123,0.0,0.701629,0.001045
cifar10,fixed_amplitude,123,0.01,0.698559,0.004115
cifar10,fixed_amplitude,123,0.02,0.694537,0.008137
cifar10,fixed_amplitude,123,0.03,0.689717,0.012957
cifar10,fixed_amplitude,123,0.04,0.685795,0.016879
cifar10,fixed_amplitude,123,0.05,0.67906,0.023614
cifar10,fixed_amplitude,123,0.06,0.672563,0.030111
cifar10,fixed_amplitude,123,0.08,0.658006,0.044668
cifar10,fixed_amplitude,123,0.1,0.64095,0.061724
cifar10,fixed_amplitude,123,0.12,0.62323,0.079444
cifar10,fixed_amplitude,123,0.15,0.594789,0.107885
cifar10,fixed_amplitude,256,0.0,0.700794,0.00188
cifar10,fixed_amplitude,256,0.01,0.698993,0.003681
cifar10,fixed_amplitude,256,0.02,0.695574,0.0071
cifar10,fixed_amplitude,256,0.03,0.690118,0.012556
cifar10,fixed_amplitude,256,0.04,0.682352,0.020322
cifar10,fixed_amplitude,256,0.05,0.678089,0.024585
cifar10,fixed_amplitude,256,0.06,0.675467,0.027207
cifar10,fixed_amplitude,256,0.08,0.659407,0.043267
cifar10,fixed_amplitude,256,0.1,0.643288,0.059386
cifar10,fixed_amplitude,256,0.12,0.626035,0.076639
cifar10,fixed_amplitude,256,0.15,0.594635,0.108039
cifar10,fixed_amplitude,512,0.0,0.703775,-0.001101
cifar10,fixed_amplitude,512,0.01,0.69937,0.003304
cifar10,fixed_amplitude,512,0.02,0.694894,0.00778
cifar10,fixed_amplitude,512,0.03,0.690683,0.011991
cifar10,fixed_amplitude,512,0.04,0.684327,0.018347
cifar10,fixed_amplitude,512,0.05,0.678561,0.024113
cifar10,fixed_amplitude,512,0.06,0.671599,0.031075
cifar10,fixed_amplitude,512,0.08,0.655687,0.046987
cifar10,fixed_amplitude,512,0.1,0.643746,0.058928
cifar10,fixed_amplitude,512,0.12,0.62409,0.078584
cifar10,fixed_amplitude,512,0.15,0.594347,0.108327
cifar10,fixed_amplitude,1024,0.0,0.701726,0.000948
cifar10,fixed_amplitude,1024,0.01,0.697322,0.005352
cifar10,fixed_amplitude,1024,0.02,0.696324,0.00635
cifar10,fixed_amplitude,1024,0.03,0.689896,0.012778
cifar10,fixed_amplitude,1024,0.04,0.685503,0.017171
cifar10,fixed_amplitude,1024,0.05,0.679393,0.023281
cifar10,fixed_amplitude,1024,0.06,0.669498,0.033176
cifar10,fixed_amplitude,1024,0.08,0.658671,0.044003
cifar10,fixed_amplitude,1024,0.1,0.643459,0.059215
cifar10,fixed_amplitude,1024,0.12,0.624141,0.078533
cifar10,fixed_amplitude,1024,0.15,0.594687,0.107987
cifar10,fixed_amplitude,2024,0.0,0.704511,-0.001837
cifar10,fixed_amplitude,2024,0.01,0.700093,0.002581
cifar10,fixed_amplitude,2024,0.02,0.694989,0.007685
cifar10,fixed_amplitude,2024,0.03,0.689935,0.012739
cifar10,fixed_amplitude,2024,0.04,0.684185,0.018489
cifar10,fixed_amplitude,2024,0.05,0.679015,0.023659
cifar10,fixed_amplitude,2024,0.06,0.671426,0.031248
cifar10,fixed_amplitude,2024,0.08,0.659682,0.042992
cifar10,fixed_amplitude,2024,0.1,0.642225,0.060449
cifar10,fixed_amplitude,2024,0.12,0.62432,0.078354
cifar10,fixed_amplitude,2024,0.15,0.593018,0.109656
cifar10,fixed_amplitude,4096,0.0,0.704423,-0.001749
cifar10,fixed_amplitude,4096,0.01,0.700756,0.001918
cifar10,fixed_amplitude,4096,0.02,0.69659,0.006084
cifar10,fixed_amplitude,4096,0.03,0.688379,0.014295
cifar10,fixed_amplitude,4096,0.04,0.686517,0.016157
cifar10,fixed_amplitude,4096,0.05,0.678214,0.02446
cifar10,fixed_amplitude,4096,0.06,0.672055,0.030619
cifar10,fixed_amplitude,4096,0.08,0.658164,0.04451
cifar10,fixed_amplitude,4096,0.1,0.640744,0.06193
cifar10,fixed_amplitude,4096,0.12,0.626561,0.076113
cifar10,fixed_amplitude,4096,0.15,0.595202,0.107472
cifar10,fixed_amplitude,8192,0.0,0.704198,-0.001524
cifar10,fixed_amplitude,8192,0.01,0.70078,0.001894
cifar10,fixed_amplitude,8192,0.02,0.695749,0.006925
cifar10,fixed_amplitude,8192,0.03,0.689943,0.012731
cifar10,fixed_amplitude,8192,0.04,0.683799,0.018875
cifar10,fixed_amplitude,8192,0.05,0.67979,0.022884
cifar10,fixed_amplitude,8192,0.06,0.672206,0.030468
cifar10,fixed_amplitude,8192,0.08,0.65566,0.047014
cifar10,fixed_amplitude,8192,0.1,0.642239,0.060435
cifar10,fixed_amplitude,8192,0.12,0.623971,0.078703
cifar10,fixed_amplitude,8192,0.15,0.59487,0.107804
cifar10,random_unitary,42,0.0,0.667237,0.000563
cifar10,random_unitary,42,0.01,0.663801,0.003999
cifar10,random_unitary,42,0.02,0.660663,0.007137
cifar10,random_unitary,42,0.03,0.651966,0.015834
cifar10,random_unitary,42,0.04,0.645529,0.022271
cifar10,random_unitary,42,0.05,0.637775,0.030025
cifar10,random_unitary,42,0.06,0.627976,0.039824
cifar10,random_unitary,42,0.08,0.607997,0.059803
cifar10,random_unitary,42,0.1,0.58541,0.08239
cifar10,random_unitary,42,0.12,0.561429,0.106371
cifar10,random_unitary,42,0.15,0.518608,0.149192
cifar10,random_unitary,123,0.0,0.669713,-0.001913
cifar10,random_unitary,123,0.01,0.665296,0.002504
cifar10,random_unitary,123,0.02,0.657885,0.009915
cifar10,random_unitary,123,0.03,0.65405,0.01375
cifar10,random_unitary,123,0.04,0.645832,0.021968
cifar10,random_unitary,123,0.05,0.63877,0.02903
cifar10,random_unitary,123,0.06,0.627181,0.040619
cifar10,random_unitary,123,0.08,0.607142,0.060658
cifar10,random_unitary,123,0.1,0.589742,0.078058
cifar10,random_unitary,123,0.12,0.559263,0.108537
cifar10,random_unitary,123,0.15,0.520549,0.147251
cifar10,random_unitary,256,0.0,0.667229,0.000571
cifar10,random_unitary,256,0.01,0.66468,0.00312
cifar10,random_unitary,256,0.02,0.657709,0.010091
cifar10,random_unitary,256,0.03,0.651726,0.016074
cifar10,random_unitary,256,0.04,0.646157,0.021643
cifar10,random_unitary,256,0.05,0.638594,0.029206
cifar10,random_unitary,256,0.06,0.63023,0.03757
cifar10,random_unitary,256,0.08,0.611623,0.056177
cifar10,random_unitary,256,0.1,0.584318,0.083482
cifar10,random_unitary,256,0.12,0.562344,0.105456
cifar10,random_unitary,256,0.15,0.520706,0.147094
cifar10,random_unitary,512,0.0,0.667242,0.000558
cifar10,random_unitary,512,0.01,0.665988,0.001812
cifar10,random_unitary,512,0.02,0.658705,0.009095
cifar10,random_unitary,512,0.03,0.652741,0.015059
cifar10,random_unitary,512,0.04,0.643323,0.024477
cifar10,random_unitary,512,0.05,0.637686,0.030114
cifar10,random_unitary,512,0.06,0.627415,0.040385
cifar10,random_unitary,512,0.08,0.609743,0.058057
cifar10,random_unitary,512,0.1,0.58514,0.08266
cifar10,random_unitary,512,0.12,0.562504,0.105296
cifar10,random_unitary,512,0.15,0.519788,0.148012
cifar10,random_unitary,1024,0.0,0.668135,-0.000335
cifar10,random_unitary,1024,0.01,0.664651,0.003149
cifar10,random_unitary,1024,0.02,0.65735,0.01045
cifar10,random_unitary,1024,0.03,0.651337,0.016463
cifar10,random_unitary,1024,0.04,0.644253,0.023547
cifar10,random_unitary,1024,0.05,0.635346,0.032454
cifar10,random_unitary,1024,0.06,0.628419,0.039381
cifar10,random_unitary,1024,0.08,0.606699,0.061101
cifar10,random_unitary,1024,0.1,0.589752,0.078048
cifar10,random_unitary,1024,0.12,0.562924,0.104876
cifar10,random_unitary,1024,0.15,0.521973,0.145827
cifar10,random_unitary,2024,0.0,0.666497,0.001303
cifar10,random_unitary,2024,0.01,0.665837,0.001963
cifar10,random_unitary,2024,0.02,0.660102,0.007698
cifar10,random_unitary,2024,0.03,0.651388,0.016412
cifar10,random_unitary,2024,0.04,0.646106,0.021694
cifar10,random_unitary,2024,0.05,0.636221,0.031579
cifar10,random_unitary,2024,0.06,0.628449,0.039351
cifar10,random_unitary,2024,0.08,0.608249,0.059551
cifar10,random_unitary,2024,0.1,0.587859,0.079941
cifar10,random_unitary,2024,0.12,0.563432,0.104368
cifar10,random_unitary,2024,0.15,0.522112,0.145688
cifar10,random_unitary,4096,0.0,0.670719,-0.002919
cifar10,random_unitary,4096,0.01,0.664771,0.003029
cifar10,random_unitary,4096,0.02,0.659471,0.008329
cifar10,random_unitary,4096,0.03,0.652538,0.015262
cifar10,random_unitary,4096,0.04,0.646593,0.021207
cifar10,random_unitary,4096,0.05,0.638523,0.029277
cifar10,random_unitary,4096,0.06,0.628342,0.039458
cifar10,random_unitary,4096,0.08,0.60871,0.05909
cifar10,random_unitary,4096,0.1,0.586151,0.081649
cifar10,random_unitary,4096,0.12,0.561801,0.105999
cifar10,random_unitary,4096,0.15,0.520471,0.147329
cifar10,random_unitary,8192,0.0,0.668352,-0.000552
cifar10,random_unitary,8192,0.01,0.663245,0.004555
cifar10,random_unitary,8192,0.02,0.659547,0.008253
cifar10,random_unitary,8192,0.03,0.650741,0.017059
cifar10,random_unitary,8192,0.04,0.645828,0.021972
cifar10,random_unitary,8192,0.05,0.636942,0.030858
cifar10,random_unitary,8192,0.06,0.626001,0.041799
cifar10,random_unitary,8192,0.08,0.609009,0.058791
cifar10,random_unitary,8192,0.1,0.585063,0.082737
cifar10,random_unitary,8192,0.12,0.561687,0.106113
cifar10,random_unitary,8192,0.15,0.518375,0.149425
cifar10,mlp,42,0.0,0.730282,0.000588
cifar10,mlp,42,0.01,0.725816,0.005054
cifar10,mlp,42,0.02,0.724839,0.006031
cifar10,mlp,42,0.03,0.718468,0.012402
cifar10,mlp,42,0.04,0.714048,0.016822
cifar10,mlp,42,0.05,0.712541,0.018329
cifar10,mlp,42,0.06,0.707223,0.023647
cifar10,mlp,42,0.08,0.693529,0.037341
cifar10,mlp,42,0.1,0.679732,0.051138
cifar10,mlp,42,0.12,0.666899,0.063971
cifar10,mlp,42,0.15,0.643946,0.086924
cifar10,mlp,123,0.0,0.730197,0.000673
cifar10,mlp,123,0.01,0.727311,0.003559
cifar10,mlp,123,0.02,0.724149,0.006721
cifar10,mlp,123,0.03,0.720959,0.009911
cifar10,mlp,123,0.04,0.716246,0.014624
cifar10,mlp,123,0.05,0.70953,0.02134
cifar10,mlp,123,0.06,0.705862,0.025008
cifar10,mlp,123,0.08,0.694341,0.036529
cifar10,mlp,123,0.1,0.679747,0.051123
cifar10,mlp,123,0.12,0.666317,0.064553
cifar10,mlp,123,0.15,0.645032,0.085838
cifar10,mlp,256,0.0,0.731055,-0.000185
cifar10,mlp,256,0.01,0.72808,0.00279
cifar10,mlp,256,0.02,0.725362,0.005508
cifar10,mlp,256,0.03,0.718477,0.012393
cifar10,mlp,256,0.04,0.71398,0.01689
cifar10,mlp,256,0.05,0.710786,0.020084
cifar10,mlp,256,0.06,0.70638,0.02449
cifar10,mlp,256,0.08,0.697141,0.033729
cifar10,mlp,256,0.1,0.681658,0.049212
cifar10,mlp,256,0.12,0.666228,0.064642
cifar10,mlp,256,0.15,0.644413,0.086457
cifar10,mlp,512,0.0,0.729584,0.001286
cifar10,mlp,512,0.01,0.72735,0.00352
cifar10,mlp,512,0.02,0.722614,0.008256
cifar10,mlp,512,0.03,0.720694,0.010176
cifar10,mlp,512,0.04,0.713207,0.017663
cifar10,mlp,512,0.05,0.71126,0.01961
cifar10,mlp,512,0.06,0.704849,0.026021
cifar10,mlp,512,0.08,0.691618,0.039252
cifar10,mlp,512,0.1,0.679272,0.051598
cifar10,mlp,512,0.12,0.666484,0.064386
cifar10,mlp,512,0.15,0.64248,0.08839
cifar10,mlp,1024,0.0,0.730823,4.7e-05
cifar10,mlp,1024,0.01,0.727789,0.003081
cifar10,mlp,1024,0.02,0.723305,0.007565
cifar10,mlp,1024,0.03,0.72072,0.01015
cifar10,mlp,1024,0.04,0.713736,0.017134
cifar10,mlp,1024,0.05,0.711203,0.019667
cifar10,mlp,1024,0.06,0.705056,0.025814
cifar10,mlp,1024,0.08,0.695054,0.035816
cifar10,mlp,1024,0.1,0.681271,0.049599
cifar10,mlp,1024,0.12,0.665233,0.065637
cifar10,mlp,1024,0.15,0.642742,0.088128
cifar10,mlp,2024,0.0,0.733796,-0.002926
cifar10,mlp,2024,0.01,0.730163,0.000707
cifar10,mlp,2024,0.02,0.723549,0.007321
cifar10,mlp,2024,0.03,0.719006,0.011864
cifar10,mlp,2024,0.04,0.7156,0.01527
cifar10,mlp,2024,0.05,0.712182,0.018688
cifar10,mlp,2024,0.06,0.704736,0.026134
cifar10,mlp,2024,0.08,0.696395,0.034475
cifar10,mlp,2024,0.1,0.677461,0.053409
cifar10,mlp,2024,0.12,0.666945,0.063925
cifar10,mlp,2024,0.15,0.642101,0.088769
cifar10,mlp,4096,0.0,0.73065,0.00022
cifar10,mlp,4096,0.01,0.72976,0.00111
cifar10,mlp,4096,0.02,0.724597,0.006273
cifar10,mlp,4096,0.03,0.721183,0.009687
cifar10,mlp,4096,0.04,0.715707,0.015163
cifar10,mlp,4096,0.05,0.709927,0.020943
cifar10,mlp,4096,0.06,0.706229,0.024641
cifar10,mlp,4096,0.08,0.694635,0.036235
cifar10,mlp,4096,0.1,0.68184,0.04903
cifar10,mlp,4096,0.12,0.666345,0.064525
cifar10,mlp,4096,0.15,0.641024,0.089846
cifar10,mlp,8192,0.0,0.731337,-0.000467
cifar10,mlp,8192,0.01,0.728945,0.001925
cifar10,mlp,8192,0.02,0.723207,0.007663
cifar10,mlp,8192,0.03,0.72004,0.01083
cifar10,mlp,8192,0.04,0.715272,0.015598
cifar10,mlp,8192,0.05,0.709642,0.021228
cifar10,mlp,8192,0.06,0.706364,0.024506
cifar10,mlp,8192,0.08,0.694405,0.036465
cifar10,mlp,8192,0.1,0.681241,0.049629
cifar10,mlp,8192,0.12,0.668296,0.062574
cifar10,mlp,8192,0.15,0.642829,0.088041
cifar10,cnn,42,0.0,0.744833,0.000877
cifar10,cnn,42,0.01,0.74411,0.0016
cifar10,cnn,42,0.02,0.740509,0.005201
cifar10,cnn,42,0.03,0.73478,0.01093
cifar10,cnn,42,0.04,0.731747,0.013963
cifar10,cnn,42,0.05,0.729042,0.016668
cifar10,cnn,42,0.06,0.722322,0.023388
cifar10,cnn,42,0.08,0.711027,0.034683
cifar10,cnn,42,0.1,0.7003,0.04541
cifar10,cnn,42,0.12,0.691914,0.053796
cifar10,cnn,42,0.15,0.67234,0.07337
cifar10,cnn,123,0.0,0.74717,-0.00146
cifar10,cnn,123,0.01,0.74126,0.00445
cifar10,cnn,123,0.02,0.740655,0.005055
cifar10,cnn,123,0.03,0.733632,0.012078
cifar10,cnn,123,0.04,0.73188,0.01383
cifar10,cnn,123,0.05,0.726515,0.019195
cifar10,cnn,123,0.06,0.722962,0.022748
cifar10,cnn,123,0.08,0.714212,0.031498
cifar10,cnn,123,0.1,0.703722,0.041988
cifar10,cnn,123,0.12,0.689023,0.056687
